,local,global
substantially,0.007478513022956706,0.6746139584120987
feed,0.0008922509874339008,0.40065400367377724
62,6.955176505435076e-05,0.3271893851999442
corps,0.0008182424013200463,0.35349838811222856
fuel,0.0009230100480894756,0.3907645409927937
quoted,0.001833888985310777,0.37478035362830764
terrible,0.0016569469535969562,0.3026125559624038
profound,0.002050391104235615,0.3220077033505889
63,6.547212662935963e-05,0.31106702693494415
spinal,0.00036269135009638396,0.38852940589429474
fever,0.0015986203467024057,0.38474287640901017
expenditure,0.0009688076092268765,0.3377439091585318
converted,0.002446957961039142,0.3435993248120842
corresponds,0.001184494554168497,0.33471380521638694
referring,0.0013788316367249142,0.37035032723747785
honest,0.0014070221640779122,0.30982727153034184
republican,0.0013604841382526302,0.34759531316173564
conservative,0.0010547170368953695,0.38281933852207384
circulation,0.002774587778175703,0.4668610462463034
exercised,0.0019274054340220892,0.3401300569299659
inferior,0.0012093020235033787,0.3096140397240341
asleep,0.0003887786622214625,0.32052082169883067
assuming,0.0020082377761294202,0.4163526958584717
proceeding,0.0014667114500211593,0.3260372679882442
alter,0.0010156352920582196,0.3512172080838668
marine,0.004824303533646934,0.47365201868074813
140,6.812884787884416e-05,0.28514831849894684
shoes,0.0006414553191822739,0.34525721070790516
128,7.232662454592642e-05,0.3406722393541326
excuse,0.0010384977565073873,0.27922131589455357
naval,0.0018282362355668512,0.31736029796505505
libraries,0.0021548763847335163,0.4476869131417017
detect,0.0025149424989983553,0.40608435943408694
stake,0.00416929029331423,0.4259153291022939
germans,0.0011497109819346614,0.43901911289841733
meal,0.0005426535939804203,0.2805870251220969
deliver,0.0016225036944731177,0.30400679162900635
fewer,0.000951124013620778,0.348435503007404
tale,0.00099357783348804,0.41311123263905747
stronger,0.0009415558906634416,0.2874525836316222
productive,0.003223355609619146,0.39624574398896373
finish,0.002494688619951772,0.3914036857522697
absorbed,0.0018118202544834896,0.325452882492388
willingness,0.0011059255507888238,0.3302544339180433
causing,0.001862860492655812,0.3050921888548823
margin,0.0012039923158161867,0.38019880183955046
chapel,0.0020388302825003445,0.39172364851871344
emphasized,0.0023754215001859924,0.43641184866140204
employers,0.0012849639397545481,0.384513381922839
prisoners,0.0009864990827271624,0.3172442602086669
deals,0.001533531701521163,0.34468174599365764
split,0.002222013646675157,0.5389640607127426
pursuit,0.0019466559914857393,0.3707407608424208
66,8.077511631916084e-05,0.3475666679056497
offence,0.000627685050401548,0.28916406526396365
determines,0.0016796614001672692,0.45848587975859967
whites,0.003359871531470049,0.35999053417315274
105,7.897751618889335e-05,0.3131652956588683
closing,0.002429504916397529,0.390035242002984
moscow,0.0013518613927486576,0.4968681200718853
desert,0.0010197370027257712,0.3800965211080186
el,0.0005636895755637658,0.46305143711737684
cortex,0.0007066337515588193,0.452409099723344
97,9.62111906975974e-05,0.3333205352160462
ignore,0.0007658683876222803,0.43038474391708526
assured,0.001323633980114991,0.3530990975628726
amended,0.0007193178797026863,0.3659397644823016
77,5.912207996800102e-05,0.30445830879474756
consist,0.0014348326903269755,0.3056564075800212
sweet,0.0011824517143025847,0.36028826301562245
laughed,0.00035392566594279515,0.3107533696001197
adverse,0.006326114167555087,0.5508774967101124
chose,0.0020226644927177273,0.36929090369204887
combine,0.006697122092018171,0.4328693087218358
provinces,0.000855421795963897,0.2835057574388834
commonwealth,0.0016054326739274928,0.5387823305945655
bird,0.0006964439254392718,0.2962489259607829
constantly,0.0027642398853768464,0.3725792727389685
candidates,0.0004443259107780947,0.2938315314115588
cat,0.0021947568393019426,0.42939635162617606
attracted,0.0022161195182172307,0.3605385041956558
wilson,0.001454029353470002,0.6951906590470949
cards,0.003168100960314781,0.4354213056657653
127,6.360080518090379e-05,0.2748869837879162
88,7.800630122274234e-05,0.3561722939533578
slight,0.0014266480839776228,0.2657823181190586
fees,0.0009489099546731696,0.3786257859299178
hero,0.0008659526736749365,0.42464252491021093
ve,0.0007756873055867643,0.28576472878795833
roll,0.004174729637022249,0.431102326828926
friendship,0.0018133562028356377,0.2875778181768849
colony,0.0007685572055428178,0.45491162997408974
conscience,0.0014581685887801027,0.3459317685436797
yards,0.000484967214885485,0.2608529019365413
legitimate,0.0016909944167650965,0.37686598950646255
modes,0.001691495505423363,0.4031804975250012
naturally,0.003873786320287075,0.3792289851957008
102,7.189428855640471e-05,0.39630738818233247
score,0.010394264673784506,0.6845647705130894
servants,0.0008285963388978958,0.32014131731276707
prescribed,0.0010996178155836273,0.30250795922333884
wheel,0.0031567547320754752,0.44056558360592024
conceived,0.002006571230430604,0.4180742991659602
106,8.923295102413371e-05,0.33745574319791716
witnesses,0.0008839036614055121,0.35271311273891737
67,6.55818294262138e-05,0.3202616981714046
96,9.728265279037523e-05,0.3852430217962386
68,6.054211962443212e-05,0.31280870388336723
mercy,0.0014473052146182829,0.3517307672582183
126,6.382346052590318e-05,0.2343380672919042
macmillan,0.005509767044830913,0.5918080999546932
rent,0.0011136887257409168,0.4347627336992279
organisation,0.002041939876551288,0.4238034012048165
respective,0.0011010821942867438,0.2820319355919705
adjusted,0.005701566198925725,0.5510227894440549
isolation,0.004373378155693365,0.5129473363361641
guilt,0.002891799778289893,0.3853130381793136
guidance,0.0015264707668156269,0.4018445535044407
driver,0.0015512784304270455,0.4670556215464634
supplied,0.0028231256046172912,0.33861080958598744
grasp,0.0020660852994481387,0.29758511168909285
suggestion,0.0012526917315236943,0.36533871641756377
utility,0.003403723671929716,0.5641638319963642
covers,0.0022647203814948305,0.43354453073509347
complaint,0.001222286968424639,0.30744940954710287
remote,0.005049509327737999,0.39875458679376596
chances,0.0017051580988429833,0.3549490186696954
elementary,0.0032259440603394527,0.3796315512808508
reminded,0.001091368145447813,0.36178187791518823
elizabeth,0.0005362984138825278,0.3874478720088711
inclined,0.00135851857343832,0.2594190412479087
drama,0.001406146872754182,0.3688198846284071
disappeared,0.0007013891213485041,0.2905087809427772
atom,0.001610611290221678,0.43313168660777235
107,8.944629841729233e-05,0.36724173979944164
passes,0.0011487249005327383,0.3090384891759712
tribes,0.0007168304431298261,0.3659069504992577
suspect,0.0015380558510380868,0.44459478445247835
sins,0.001050750655448287,0.28169842718154714
tissues,0.0006791734026799396,0.30369809579939155
103,7.136620989262548e-05,0.3692241444568699
ruling,0.0020364450785462103,0.49172413268868687
segment,0.003100459086383154,0.5941134144275598
savings,0.0015787389425109594,0.4716864527501806
129,4.266471101370753e-05,0.2510637053415473
131,2.5227814250864292e-05,0.27432779053693834
listened,0.0005518663835771068,0.29478948612805267
describing,0.0030134271467337974,0.5109093167114351
132,2.6893561835502013e-05,0.2482994776560099
gray,0.0006696566195806979,0.37256527542307916
tumor,0.00156057726357572,0.43965889910721545
votes,0.0007310177442174741,0.22617540457181806
wounded,0.0008206615850061885,0.2688799990489039
hopkins,0.001358263325660293,0.5654623003082357
61,6.988442452380422e-05,0.35981381795371803
seventy,4.569303473800357e-05,0.26221430607857654
86,7.543737380864691e-05,0.3135591904857383
smell,0.0016212463840170773,0.2769096636458974
130,7.564368909175857e-05,0.25580136345235205
shakespeare,0.00176688266052127,0.45614910031095746
saturday,0.0004204473647196616,0.3178003749167885
attempting,0.0015128045758490694,0.364630142816596
deeper,0.0008550147743352928,0.24694820773044113
104,5.5527836641685746e-05,0.3192720055251784
totally,0.0014011042892196578,0.3483639269827107
departments,0.0009500769810464728,0.3479376962694821
representing,0.004344958564986827,0.422327496134996
lessons,0.002713344378362082,0.4289266887602453
indicating,0.0015853592993712831,0.47374872702300186
133,5.5571754051166045e-05,0.2531224663011036
admission,0.002262442912433,0.38760617196153957
administered,0.0019011818287021022,0.3597324024353029
anybody,0.0005660160143186919,0.2797752615350333
eternal,0.0005897184568073233,0.31588579751687196
weakness,0.002399151767376502,0.2909097496918236
capitalist,0.003975416207299579,0.4482244642295572
250,8.024086100716712e-05,0.31280250652568
varying,0.001694506960472061,0.33959017561175664
servant,0.0012569789209999987,0.3510297509887885
passion,0.0006721320784612786,0.3322383715395315
87,4.277457545749221e-05,0.2840554729094231
caution,0.0012591034876483827,0.3219617026051004
84,5.282221234701826e-05,0.3318011782303838
reconstruction,0.004708295556152811,0.519233185678939
ions,0.0013594828951603224,0.43991591116856854
hate,0.0006914311952672151,0.32478801501947696
enormous,0.0023584263527225754,0.32955833805149504
lasted,0.00048328813061321676,0.2558747828926836
butter,0.0007592381679413188,0.394135683081012
capture,0.0032276823425271494,0.4659124033130717
owing,0.001321185207253623,0.2720373293394255
reaches,0.0008478716162022919,0.28748499521584203
160,7.673646783361636e-05,0.2907511473208363
108,6.526249341353187e-05,0.3460594659985252
crops,0.00036827053673650433,0.32575525299044317
dogs,0.0009046640237868463,0.4242602671527832
immigration,0.0027152656157321694,0.44073252310188904
wire,0.0010811240617651136,0.397586283726461
69,7.151859553740716e-05,0.2924393892820344
seated,0.00045723382999294544,0.2681891977027522
knife,0.0006619308260672129,0.32728425082088686
forever,0.0014904286301739601,0.3820100532704771
mathematical,0.001778455224036605,0.388158752922652
satisfactory,0.0008732054008574083,0.2601084094252284
experts,0.0017080582182876169,0.41684721973008465
devil,0.0014437675367142656,0.37164116551754645
radius,0.0007721138628679679,0.3507760642446722
eighth,0.0005627591441563235,0.2769466454677376
94,8.793064531689083e-05,0.4064890530596744
74,4.8354038890617884e-05,0.2989642265694459
certificate,0.001126482918949862,0.3189597962720301
machinery,0.0018034118566459978,0.357046063329034
kissed,0.0004522418813720114,0.2544468280961606
prize,0.00363939987714338,0.4796068036017729
organisms,0.001687841052065345,0.3651745852953766
78,6.109500227518926e-05,0.2965566612665437
implied,0.0013309616553192566,0.3432116701286645
pulmonary,0.0005625409713238517,0.4138196751749965
73,6.025700336278759e-05,0.2813075524236761
virgin,0.0022645113739371598,0.37930568420823696
cried,0.0006275990118596353,0.2615809099772095
compliance,0.002024480793119742,0.4600679471904152
finite,0.004823541063227422,0.46393229758865295
infinite,0.0013142815275592329,0.3195829498073548
voting,0.0015488846454317917,0.46984209611401107
missing,0.002829389293651116,0.4446405387992509
raises,0.0036459176287899574,0.3751183278884159
custom,0.001989312499735211,0.4267522069024031
123,4.4729743081450835e-05,0.2758129713731132
ultimately,0.0014746536142696775,0.37305533659269774
bent,0.0006653382786190289,0.36990511038194895
push,0.0019826753228678368,0.48360176376223873
w,0.0015409613406723707,0.5981261586157726
commit,0.0009155987260973981,0.33018814928784324
proposition,0.001160328699055844,0.41033089477552376
125,7.627249528261302e-05,0.3148109057360937
treasury,0.0015094156828703096,0.4031783881236136
attractive,0.0024935381678150032,0.385237949083171
83,6.0240449524516114e-05,0.32520632218132395
seats,0.0018602036536477901,0.40358430853962524
foods,0.0008140429829210545,0.3782182096494823
confused,0.0033450095372800914,0.3531144625271395
dialogue,0.0042514105792732316,0.5587309381932306
76,6.131928249376239e-05,0.2897306373884182
territories,0.0013069221859760823,0.3772684036678541
symbols,0.0016119261247777702,0.4272795733867768
heavily,0.006371007566603643,0.46740200798910014
tour,0.002248530136008415,0.35985027598682917
meanings,0.0009995565630707285,0.4034275515903184
82,4.584019948871895e-05,0.2519902072996194
92,7.742779751387845e-05,0.3489437744532915
forests,0.0011406674915366416,0.27650618184593434
borne,0.0022288157233946136,0.41950292722888616
explaining,0.001655461656563284,0.4816801802143964
spirits,0.00199759191301926,0.31187021103795387
stuff,0.003023865465897362,0.4828706416820936
kings,0.0005444397134401736,0.352979522919162
180,5.287556079841857e-05,0.3343064809247951
johns,0.001979668519981211,0.6093511090272106
clock,0.00232713379573022,0.3915402210613427
intense,0.0010905713415810085,0.3707078120293752
incurred,0.0007620153707209752,0.38203488531199015
fool,0.0007290866093376736,0.4075471535814499
facilitate,0.0013681453412855524,0.3431492077410132
abandoned,0.0016918584196799632,0.3576495084719995
greece,0.0006865924581977952,0.348302504637212
reforms,0.0014293715239394082,0.37652283358303007
produces,0.0016270238564383014,0.3635750401454484
nitrogen,0.0012381595956579765,0.4221556866465166
144,6.184502744430585e-05,0.37179826971809293
temporal,0.0026643778000556926,0.5080866773225574
asks,0.0004661443947081567,0.3647887351173119
143,6.076810791713879e-05,0.29491364139828025
demanded,0.003717476475607638,0.43368766124225233
harmony,0.002528907817959,0.3196374305636154
gallery,0.002643537874915721,0.40284409492920814
collect,0.0017840779657044702,0.31586549770804917
89,7.192361197502325e-05,0.3547094564382489
behave,0.0014158682573603074,0.3517620916948965
governing,0.0019291625888550074,0.4253031168570758
rolled,0.0007770145558555609,0.38157307673945284
writes,0.0014327279454401966,0.4171316309923505
whispered,0.0007319415585392994,0.3426741461138688
ignored,0.0010274236803353598,0.3555754666657882
morality,0.001000403509948999,0.3069187004095466
134,3.932291726544227e-05,0.27614935249575834
loop,0.0026577507123025745,0.5718146948154857
conjunction,0.002628282771465496,0.41601061738055145
songs,0.0007677660462561953,0.3437461111413873
stuck,0.0014029717391331803,0.4270676903082936
storm,0.0009741765095255012,0.33377947764243165
affair,0.0032467127849466816,0.4123912735446216
79,6.570747536089512e-05,0.2787469279316289
mount,0.001507269090472049,0.45950509401260253
pressures,0.004436369809947423,0.4865208886466952
prospect,0.0016476834512121627,0.3049401167783595
lung,0.0010594399649461012,0.47698170584089006
southeast,0.0024361070988838385,0.45385597028329205
sword,0.0014885543491832882,0.29672681023551184
invention,0.001981317016471154,0.360885844337126
nowhere,0.0014963644212556868,0.4377118962550717
cars,0.002325377154247385,0.44911643817590097
friendly,0.0018605531429665414,0.35761870463399803
honour,0.0017210676327155626,0.3127446098875023
rice,0.0005805180422638492,0.3878725564953609
operated,0.00183495895793016,0.40236258916685297
109,7.640592110772643e-05,0.3130807295430721
bears,0.0013121106071302304,0.3684501825513289
missouri,0.00027722526433924686,0.3871272713835121
sing,0.0004187503527357413,0.2928902067825848
forming,0.0013338482393583089,0.3705265321338824
remind,0.0006941311587587451,0.3401883073009442
solar,0.00219925441171015,0.4648952384367636
correspondence,0.001774249522378476,0.36413627488971323
burning,0.0008720110845881202,0.32794805685278117
137,4.050942205175275e-05,0.2677330692476606
sodium,0.000552609053039943,0.3951492715407505
luck,0.0011772312850563708,0.42054566218582046
harder,0.0012476359507528811,0.30683964737116254
colorado,0.0003022054109956703,0.3645074557521396
roads,0.0007984712327645448,0.3146366271034805
2nd,0.001244885534214949,0.4175895166100839
severity,0.0028045240290455356,0.38478276936325995
visited,0.0009667959331056248,0.32148293829804664
oven,0.0006698693301354035,0.4785200083064439
dates,0.0007717001812222848,0.33903687087775214
aimed,0.004424841005038153,0.42275091930511466
ad,0.010673415648313487,0.6707051843838423
les,0.001307483208907808,0.3240923270009044
141,4.0774971166490264e-05,0.2513242619509162
responded,0.0017073176938193664,0.4560748641562665
110,0.0002087100998212834,0.45116700272145627
unconscious,0.004564522517901987,0.5548668007901356
suicide,0.003451593554146557,0.4529179092961677
speaks,0.0008748222679557875,0.3517982031961948
player,0.0024619769310223545,0.44286949133657216
93,7.115434649461167e-05,0.37255503810366375
oldest,0.0005779948661065282,0.263687244461707
lawrence,0.003911957968562955,0.6234115456287735
cabinet,0.0013109493956804646,0.4159878921838033
firmly,0.0024111221324672615,0.35206461677869716
outline,0.003151095809727536,0.40220722269866804
encountered,0.0030344310238048927,0.4147096545270601
alike,0.002244869951033454,0.4159380088795903
physicians,0.0010451790093875019,0.39797125173381764
fed,0.0015406941071427805,0.4378460048002152
welcome,0.0008159684678663866,0.33204017555701637
adjust,0.0026093394670338387,0.5060855990807882
relates,0.001984068523857339,0.42917367365245773
newly,0.0033508052508026956,0.4294895180175593
violent,0.0024381473278509607,0.3933890516949279
colors,0.0006164651047802054,0.3540162961022437
bacteria,0.0017173717388140912,0.3463496569675606
cape,0.0009074304427511645,0.37914752618618175
intend,0.000777479623956176,0.27527927656093887
pope,0.000799872775814147,0.3607847833527845
artificial,0.010839232341767226,0.6193256061906576
146,7.367518681331009e-05,0.2656963145470902
lifetime,0.0023611773850347726,0.46768495480275896
progressive,0.003065326437390085,0.472839503340728
fruits,0.0006367191431973602,0.29822967094007635
worlds,0.0028035870023095312,0.4465247396015778
manufacture,0.0013759093135886674,0.2923078621792009
breakfast,0.0003612321474585386,0.31488217738095703
deficiency,0.008238020369309295,0.6259877264952978
suggesting,0.008084282802920919,0.7187037806915287
sovereignty,0.0007651441435778779,0.3394523458862826
warrant,0.002563595262752505,0.4032824573764795
deciding,0.0018422553578164654,0.40214019665995404
analyses,0.0026859521627180132,0.4568433360648826
warning,0.0017084322825246863,0.41272483403103655
assure,0.004489130773714024,0.4732428425527494
139,5.3027611612585595e-05,0.27594113505030393
influential,0.0011141417591773888,0.33707536343421884
blocks,0.0032448208769957293,0.4596849691206236
wanting,0.00617445602051291,0.6183992608720759
hath,0.000534588004764166,0.25014069613368994
advancement,0.0014181484806457226,0.37088383993773466
brazil,0.0009200624202506206,0.41769408335489966
metals,0.0014216762444118625,0.4034277188049791
dining,0.0004976346725242564,0.3196993063309771
exclusion,0.002854433373708403,0.47793445611267205
71,6.0889441524216174e-05,0.2998784162234218
locked,0.0011177325638871637,0.383630480980765
controlling,0.0019210399483131904,0.3798361908014273
perceive,0.0014763737403888436,0.39625243767020113
planet,0.0022359548054844375,0.40282473240209093
definite,0.001759493134018502,0.39761930173774396
judged,0.002342182998693911,0.38323197773723483
loud,0.0002810263664482144,0.2897184916709312
placing,0.001748546733659409,0.3456526441558351
sooner,0.0015931514317142916,0.39247968703448455
calculation,0.0009526609948161214,0.3635076822130615
tail,0.000824777913150266,0.3532791046167173
deaths,0.0020413802179810718,0.3769380294840178
vegetables,0.0004986990448918429,0.40559237049725794
jumped,0.0007177329255050038,0.3429422626145089
adam,0.0007545200697294634,0.41445684420890916
roughly,0.003046832519958373,0.4858771666019872
compromise,0.001780558525649448,0.3527688364010546
substitute,0.0016566607367067801,0.447370557755256
lucky,0.0014807851730743202,0.37553547077405525
expand,0.002375373928903201,0.40384372390926715
116,7.625296907351223e-05,0.3204936235335033
illustrates,0.0012727475887744008,0.35443964248699145
explicit,0.002021113276164316,0.42975656048039146
blessed,0.0003883526221757916,0.3255456897721547
persuade,0.000909307825854511,0.294294597209251
hanging,0.001656821269737931,0.37756601129460066
gotten,0.00407536732989172,0.5476060745112135
excited,0.00840396754663427,0.6073855096820808
135,3.9346602932775754e-05,0.32959229018505387
praise,0.000753633397249865,0.331043474187511
railroad,0.0012806254411357682,0.38149457251699115
improvements,0.0012639985001203608,0.385235156003802
alleged,0.0008245018619144563,0.3095741679045185
cotton,0.0005616694311899595,0.37154657736371455
novels,0.0008503770243213296,0.40072376884441296
suited,0.0016443266985760457,0.34955739879844594
declined,0.004673645242295515,0.45985841669166616
restore,0.0006848004252459407,0.2844551235579643
certainty,0.0010068216795794801,0.3141866178942805
initiative,0.0017416600049543613,0.32639386811484106
wherever,0.002384738263372602,0.4377690771554743
rarely,0.0014218000285791004,0.3768362831450832
91,6.198527709690843e-05,0.34318524760638036
messages,0.0027635294791637315,0.44804452995111455
indirect,0.0016245581810999366,0.3907719066181893
intervals,0.0016357810932839801,0.31650523294764543
christmas,0.0007899195869586847,0.3858013196051504
wound,0.0013335187711541816,0.3091765153673707
bath,0.0020027559342704203,0.4109329904152399
angles,0.0008262293225423656,0.303076458030313
stores,0.0030216852104870645,0.4806439177130982
sustained,0.0016768869480755669,0.46894659877467526
successfully,0.0012199031693735471,0.3132885763936266
detection,0.003086414810079219,0.48649924733351657
verbal,0.005995087367398131,0.5731959865622429
banking,0.0019897076966904903,0.43636479528006566
trail,0.0014746978467288015,0.3943356314620958
pleasant,0.001607100120403935,0.2714751234200464
affecting,0.0016618852530930963,0.4762580876906314
everybody,0.000296711136282031,0.28166685986980766
prophet,0.0008886122848104528,0.36064357119949697
farther,0.0013210229211561286,0.2809580599793122
117,5.165309408502427e-05,0.25087653625513406
resort,0.003452708468716442,0.45363567473553
payable,0.0009104255997042615,0.344450605977643
curves,0.0029730607370808317,0.46800545545139616
decreased,0.00148739710583942,0.40741217964715126
predicted,0.005565092601620809,0.5204533230661026
compelled,0.0009642289313370268,0.3386622746427175
arrow,0.005688713908704035,0.4930871355176787
hopes,0.0012729817371815615,0.2340936651457285
81,4.8973826861979074e-05,0.29758288142953226
retained,0.004748631806412882,0.4181018422185555
147,7.946017567783681e-05,0.235646432859128
constituted,0.003118426886395839,0.43657328382196314
continuity,0.0023072505096667292,0.4543057210059235
reject,0.0009912165042753533,0.34917161149771947
imperial,0.001762081590094668,0.4632013185532081
revised,0.0025414939330599454,0.41779246728459674
frontier,0.0015135052812050658,0.44493433401811855
realization,0.0009462793918593137,0.29161609215386197
kansas,0.00032818101767870164,0.37416437263198477
151,4.8709173832043456e-05,0.24116955785464944
commissioner,0.0006799642121007191,0.35993348444487727
preliminary,0.0030338644607454087,0.4399210984545716
inform,0.0013705509552729388,0.3271727130264911
associations,0.0022318789971919857,0.4239767198341736
rotation,0.001174061989546231,0.30114639109624075
links,0.0037822399945535044,0.5357526798425397
diego,0.0016316388292143334,0.5159791469359877
altered,0.0007657151346365465,0.3959901278439001
rough,0.001943539289295526,0.3812952961393806
quantitative,0.004529036694463071,0.6213925152445157
yard,0.0006126560594316303,0.34784057601200247
terminal,0.004787256999468314,0.519464626274804
encounter,0.008740644613605283,0.5230866885434051
thumb,0.0004818957402313038,0.34265940783693616
preserved,0.0012838577115059275,0.3267441588845813
exclusively,0.0011635669316484084,0.34428157746926547
influences,0.003985814648611561,0.3740671877873766
volumes,0.0013224478386660175,0.3298693697721159
111,0.0001201999879714144,0.43940681918087465
lesions,0.0008176130254357729,0.3422614232370291
illustration,0.0008713215758396446,0.3790349189727207
handling,0.003340267974838868,0.5124776233873762
maryland,0.0004895035928378956,0.4931309996033213
interference,0.0028627164628160914,0.4633696864520216
landscape,0.0029299272823014367,0.44339202004200606
trials,0.0051196404119035754,0.48589506427528706
protest,0.005007916124654743,0.46889203228984633
shareholders,0.0005852902663298076,0.37557083484178744
monthly,0.0013150031399097807,0.39256201737676033
alexander,0.000534065423263442,0.4396880357162777
williams,0.0009253008910945672,0.6132782720278879
sending,0.001246810257393538,0.3996591177334895
jones,0.001844464351825083,0.6894320909487958
addresses,0.0065345008207124,0.5823823178825808
enforce,0.0006186103815413116,0.3026719743904527
inevitable,0.0026997642990606793,0.31248389085328765
hoping,0.0012442740452857696,0.36787841304717195
reveals,0.001907507814092895,0.4096687994037347
limitation,0.0012905845395443775,0.5047807272960824
justification,0.0010776398361979722,0.2815569572046638
portrait,0.0009782745668390042,0.3903541294923547
knee,0.0005702985344912167,0.37628838819845833
instant,0.0014040707381181496,0.4418082943715803
detected,0.0034014725853294125,0.41858027910123463
cream,0.0007670019703285113,0.4112096225645596
aggregate,0.004878612022715373,0.5753397898701303
explains,0.0017285275770989768,0.3811060718051127
expressions,0.001469178164594198,0.4376726084008612
saving,0.0021481010647481868,0.44005303428907216
tender,0.010379855475012311,0.3977505323668489
152,9.425612876395872e-05,0.26513482359155915
diffusion,0.003589572871565694,0.43551975011450905
supervision,0.0017594736354161755,0.3610836397673529
colour,0.0008749114098623376,0.29551369380320947
wholly,0.0007916700442567617,0.33939250675774046
ranks,0.001022888949348706,0.3031092456343174
competent,0.0015669041057241023,0.39369732904735555
strict,0.0007412535390881704,0.31718452824916776
hers,0.0007504059439262498,0.40638143570659657
desires,0.0009227699057416146,0.3388032837847179
everywhere,0.0019038206600730523,0.3508134664843008
injuries,0.0010789217689321784,0.348754048068161
barrier,0.00876490373717589,0.46606487792107876
egg,0.001980678833250607,0.37965593050204993
lungs,0.000409925372763987,0.30114226984710024
hurry,0.0015828435959308708,0.3862463233551048
organism,0.0019097052204764726,0.31143774052988826
ladies,0.0016097919688344193,0.3870097295469527
pulse,0.0029477040152412906,0.480803036434596
traced,0.0019085782294501767,0.29920686031459065
ontario,0.0019017095005352208,0.49252558993662154
performing,0.0020935423061128663,0.4383235131593638
facility,0.021588653023159488,0.8135196070926638
somehow,0.0009318696937910448,0.3781998515642856
smoking,0.010078957247116683,0.6051120825464452
soldier,0.0015896460503789932,0.2865363539614364
cheek,0.0006706813518024116,0.3157215010811264
wrapped,0.0015576549251186268,0.3881541982807868
145,6.468944348077728e-05,0.3175367841065584
exploration,0.002519239001171447,0.49061845980906593
jail,0.0011273664550635804,0.3586079418296988
tenth,0.0005579861194204552,0.29874403366111335
cattle,0.0003931748868748282,0.3337763924390299
hang,0.001459233309737625,0.36875322929981624
153,6.458336016636314e-05,0.21580151759236732
carcinoma,0.001227713477109256,0.4242729299294644
stir,0.0038814247048898237,0.37929661122215275
indies,0.0005979286396126696,0.3134911748425627
mediterranean,0.00024056655154130628,0.33546521302096277
bishop,0.0007880720076285016,0.2922669015619841
machines,0.002806526472877602,0.5247626286503158
doctors,0.0019513037345438658,0.43300731010326565
presidential,0.001183419291930916,0.44467808507674667
cerebral,0.0006490212212381464,0.4048752932901388
slipped,0.0006650061510505883,0.34625561850202113
correspond,0.0011140361591985466,0.4021572487630177
expanded,0.003482632150595307,0.4944846957171719
venture,0.008939264035471468,0.5687058990416466
suspected,0.0023789582457743796,0.39672483213908705
broader,0.0026303256679897687,0.4231602744965618
import,0.0027241731907934746,0.4822842396150797
default,0.004216246321218554,0.6506849627111895
calculations,0.0015953566767525796,0.44421320270922193
socialism,0.0033156032832386754,0.5512823504338763
121,6.692504882535241e-05,0.32083717654329036
gaze,0.0014998291840131739,0.40507965340890684
118,7.145271013249536e-05,0.28496011732906756
latest,0.0037329360168115925,0.4225046314593438
fired,0.0021876249625293023,0.3666373603743638
faithful,0.002130108509827159,0.3261980157370302
frank,0.006049755358086276,0.5525491103053277
mix,0.002504114479554332,0.4407365178773748
actors,0.0028881215151939526,0.4058472228399015
ceiling,0.0007204696737829591,0.35896657555883016
nutrition,0.007527737807752847,0.5930777222842253
retirement,0.007672672149138387,0.5103127389397357
derive,0.0022005620648155996,0.4068973638998792
serum,0.0052479474519456825,0.4351735103674772
affects,0.002487555783473014,0.41634527779314834
sizes,0.0007748446011075429,0.3299339128085934
conform,0.0007514507325740681,0.33758720348911697
neighborhood,0.003123945668961562,0.4375098305353361
158,0.00010869289639618906,0.3258308358096371
jack,0.004446336994651303,0.5189801913808655
arizona,0.0007351761012419744,0.4957668299466488
differently,0.0009839212076708601,0.3587901837793839
wore,0.0004659881977172287,0.23011895086254308
transformed,0.001941061930284399,0.37314983375145316
moses,0.0010201389635388868,0.3689644041334066
lee,0.0020405267596055416,0.5176352721192606
promoting,0.0017998537931415747,0.34671633355593423
habits,0.0011600080823229958,0.3266808937902205
surfaces,0.0006904153953596374,0.29641532892325606
supporting,0.002972307331966868,0.4596750408571926
accumulation,0.001171078098602876,0.37474742786748927
forehead,0.0003935655005854362,0.38606250543212817
climbed,0.000814671125441689,0.28506682249855253
deposits,0.0006206254953379652,0.30903936568337875
122,7.398960634512688e-05,0.2848471639393402
imprisonment,0.00044581004584907734,0.24721802536312987
136,5.70248397457458e-05,0.3023540818733613
acknowledged,0.0016363127322764283,0.3745637544396434
162,5.4415133861970994e-05,0.305008385426105
portions,0.0013439274632580298,0.3332523738751867
stroke,0.00817311825943884,0.4902837454154395
eighteen,0.00015614354127456111,0.30556227746747755
cutting,0.0014163691994111434,0.3859354212095254
keys,0.0040500933202743394,0.45421574214829585
players,0.0019925530175478267,0.4321347715410876
perpendicular,0.001085036415408294,0.34400123273151706
sad,0.0017789487800994818,0.382206366186956
neglect,0.0023438455035438626,0.4149501669226232
tries,0.0007222092908778545,0.323142182069736
pour,0.0010295729097932157,0.2927798118817926
attributes,0.0013380303203064658,0.4010979069202626
respiratory,0.0017290463748802455,0.43569240543216936
confident,0.0016574431389927567,0.31072671218363557
impressed,0.0029873409792353202,0.3600865428237433
computed,0.002103499199068304,0.49232492222687263
palestine,0.0018076892689531804,0.4854215710146037
stretched,0.00047396446579901227,0.31534356772131944
factory,0.0015303787252530035,0.3891284510843924
